233.00,115.00,70.00,129.00
233.06,115.11,69.97,128.97
233.12,110.30,69.93,128.93
234.52,107.92,67.20,124.40
237.43,107.84,66.80,123.47
237.45,103.72,67.00,123.83
236.58,97.64,69.00,126.40
236.32,91.63,69.77,128.77
236.46,86.82,69.73,128.73
235.21,84.12,72.50,134.30
240.79,83.74,71.67,132.00
244.22,83.76,71.53,131.80
246.18,80.71,71.40,131.60
249.77,79.90,70.13,130.27
246.47,79.40,71.13,131.20
244.47,75.23,70.50,129.50
243.16,76.37,68.33,127.20
240.15,75.94,69.30,128.03
238.15,76.04,69.20,127.80
239.54,74.24,70.37,131.37
239.02,75.24,69.67,129.33
237.14,78.39,70.20,129.80
236.90,79.26,70.87,131.20
233.54,80.47,67.87,126.27
228.25,76.02,69.60,128.00
223.06,74.26,70.50,131.50
222.48,73.56,71.87,132.87
223.90,80.33,69.20,128.40
219.20,80.66,69.07,128.07
216.98,81.04,69.00,127.93
217.00,81.00,69.00,128.00
217.02,81.14,68.97,127.93
217.04,81.27,68.93,127.87
215.66,79.01,71.70,132.60
215.51,78.85,72.00,133.13
220.48,78.10,72.33,134.83
221.55,80.12,70.20,131.00
225.68,79.11,72.00,133.23
225.81,79.60,71.73,132.47
226.73,81.04,69.90,129.80
226.34,75.05,70.67,132.00
227.17,76.97,69.00,128.37
232.03,77.05,69.00,128.40
231.31,73.04,70.43,131.00
235.77,70.45,71.53,132.07
235.28,71.57,72.50,135.00
235.03,73.48,73.00,136.53
235.24,74.20,72.57,135.27
238.71,74.63,71.80,134.60
239.46,76.52,70.63,131.00
239.28,70.65,71.33,133.00
235.86,70.70,71.40,133.10
236.93,67.54,69.27,129.53
235.79,59.92,71.53,133.30
236.37,62.13,68.40,127.00
231.17,56.21,71.17,131.33
231.39,56.63,70.73,130.60
232.16,58.74,68.20,126.50
226.08,59.70,71.80,133.60
226.06,60.03,71.87,133.70
226.00,65.00,72.00,134.00
225.94,64.96,71.93,133.80
227.28,72.11,69.07,128.93
225.72,69.43,72.00,134.00
226.06,70.59,71.13,131.40
232.10,77.55,68.50,126.83
230.37,74.13,71.80,133.40
235.23,73.70,72.00,134.00
238.86,73.56,72.00,134.00
239.47,70.56,73.30,136.70
244.27,66.43,74.00,137.33
244.41,72.13,73.53,136.07
244.98,73.22,72.20,134.60
244.58,78.45,72.83,134.23
245.57,79.53,70.67,131.87
245.06,81.69,71.50,132.50
245.52,77.84,72.87,134.73
245.41,77.88,72.73,134.47
246.00,79.21,71.20,131.60
245.87,74.28,71.10,131.30
245.41,73.34,71.67,133.00
244.91,72.30,72.30,134.90
248.47,73.64,72.27,134.80
243.59,76.31,74.23,136.70
248.56,77.27,72.20,134.60
250.27,79.72,70.50,129.50
255.23,80.65,68.67,127.47
256.30,77.95,67.50,124.10
255.70,76.03,68.33,126.73
254.15,68.94,71.07,131.20
254.00,64.00,71.00,131.00
250.35,59.01,70.93,131.30
251.75,61.22,68.20,127.13
250.94,60.31,69.90,129.20
250.43,58.05,71.00,132.60
250.06,52.34,71.83,135.50
250.51,53.51,71.00,133.40
250.55,53.44,71.00,133.80
245.82,53.76,70.47,133.40
245.53,52.69,71.10,135.80
246.11,59.24,70.00,133.00
240.63,60.98,70.90,136.20
240.12,62.29,72.00,137.60
240.80,68.02,70.70,136.60
240.88,68.06,70.60,136.80
240.71,68.09,71.00,137.00
241.27,68.83,69.93,135.80
241.34,65.90,69.87,136.10
242.40,70.60,67.80,132.80
237.21,72.50,68.47,132.90
237.32,75.72,68.33,133.00
237.57,76.25,67.90,132.20
238.39,77.02,66.33,130.93
233.66,77.09,66.17,131.07
233.18,77.51,67.20,132.40
234.15,82.55,65.33,130.50
234.15,82.34,65.40,131.20
232.89,80.61,68.00,135.90
232.93,80.09,68.00,136.27
232.96,80.04,68.00,136.63
233.00,80.00,68.00,137.00
233.11,80.10,67.93,136.97
234.46,80.26,67.73,136.80
235.05,81.89,66.60,133.70
236.02,83.52,64.73,131.87
234.83,85.89,67.17,136.00
233.60,84.86,67.80,138.20
228.66,83.58,69.37,140.90
229.69,85.30,67.40,137.60
