299.00,95.00,71.00,199.00
299.46,95.05,70.55,198.40
299.93,95.11,70.10,197.80
300.39,95.16,69.65,197.20
300.85,95.22,69.20,196.60
301.31,95.27,68.75,196.00
301.78,95.33,68.30,195.40
302.24,108.61,67.85,194.80
299.90,114.41,68.20,195.40
293.21,112.37,66.95,193.60
293.23,103.69,67.00,192.50
293.14,98.70,67.25,194.45
297.37,99.89,66.40,192.00
300.13,93.74,66.10,191.75
304.20,85.47,66.60,195.90
303.96,84.15,67.75,198.50
297.55,82.59,68.40,201.60
298.07,83.20,68.00,200.35
291.92,80.71,69.20,205.30
291.96,86.86,69.10,205.65
292.00,87.00,69.00,206.00
282.46,86.49,69.60,207.75
273.31,80.68,69.60,206.90
272.88,76.42,68.55,205.20
261.99,85.07,66.20,198.80
250.68,85.19,66.25,199.25
249.00,85.36,68.50,203.80
246.91,83.88,69.25,206.10
245.33,83.50,69.00,206.20
244.40,82.52,67.30,201.00
254.06,95.51,67.50,201.00
267.65,83.10,67.50,201.85
274.33,78.41,66.20,196.40
272.70,67.15,68.80,205.75
270.31,63.91,69.40,207.50
263.62,59.51,69.25,206.25
256.14,57.01,70.00,208.60
247.60,56.51,70.50,209.95
240.65,57.80,70.10,207.70
231.28,55.50,71.50,212.65
224.00,55.00,72.00,214.00
221.54,54.76,72.60,216.85
213.03,55.07,72.90,218.60
211.14,56.61,73.05,220.15
209.36,58.25,73.00,220.00
207.17,62.86,73.75,224.25
199.33,60.65,75.90,231.10
193.03,57.74,76.40,234.20
191.82,60.06,76.60,237.20
197.30,62.80,77.95,241.85
197.20,89.18,76.00,235.00
201.72,69.19,77.05,240.80
200.91,70.25,78.80,246.60
198.72,67.30,81.10,254.30
198.59,74.96,79.30,251.60
205.88,79.17,77.50,245.75
204.72,79.54,77.80,247.60
209.01,77.78,79.80,253.70
206.72,72.82,83.10,266.20
205.86,72.91,83.55,268.60
205.00,73.00,84.00,271.00
204.48,72.95,84.45,270.85
204.06,73.16,84.70,270.20
197.07,73.24,85.05,269.80
194.63,71.31,87.00,273.40
195.46,72.71,84.75,266.50
195.23,73.40,84.60,264.10
187.62,74.34,84.00,261.20
186.73,68.40,85.20,262.80
182.24,69.11,85.10,261.15
182.39,66.08,85.00,259.50
174.55,64.53,85.85,261.60
174.47,64.24,86.20,261.20
182.68,65.57,85.25,257.55
182.71,66.40,85.40,254.90
183.76,68.98,83.50,248.75
182.62,65.06,86.00,255.60
183.94,77.17,83.55,245.55
190.54,74.85,85.50,249.20
198.95,69.09,83.90,244.15
199.00,62.00,84.00,243.00
200.14,62.13,83.95,240.35
200.39,53.25,85.70,242.20
201.23,58.51,86.25,242.95
202.38,58.59,86.20,240.40
203.72,66.83,85.75,236.25
203.29,67.71,84.90,232.00
202.96,64.96,87.15,235.00
204.22,66.52,86.20,229.40
205.31,70.21,85.60,225.20
209.30,70.38,85.50,223.00
214.24,71.45,84.95,219.00
215.54,71.51,85.20,217.00
