361.00,166.00,46.00,141.00
361.18,167.44,45.80,139.52
366.98,177.96,42.00,128.08
366.01,176.47,43.76,132.40
365.62,177.06,44.36,132.56
366.31,178.41,44.20,131.20
366.44,179.77,44.04,129.84
370.07,181.84,43.16,127.04
370.79,182.47,43.72,127.12
370.71,183.46,43.92,126.48
374.69,184.37,44.20,126.00
374.72,185.64,44.12,124.80
378.62,190.71,44.56,125.16
378.39,191.33,44.92,125.28
378.92,193.94,43.76,121.40
378.65,194.72,44.20,121.20
379.16,193.27,43.08,117.52
378.99,194.25,43.32,116.96
379.19,195.96,42.84,114.96
378.70,196.18,43.72,115.92
379.11,198.35,42.80,113.00
379.14,199.75,42.64,111.60
379.61,205.76,41.60,108.44
378.32,208.93,44.08,112.24
382.84,212.08,42.12,107.28
383.00,217.00,42.00,106.00
386.20,219.15,43.56,107.56
385.78,220.62,46.04,110.96
389.17,223.16,46.80,111.04
392.84,225.75,48.24,112.24
392.19,220.54,50.60,115.40
395.64,217.15,50.12,113.12
396.15,212.04,52.92,116.92
394.20,206.57,54.48,118.48
391.49,200.94,56.04,120.04
391.04,198.94,58.00,122.80
391.33,194.19,58.48,122.24
391.26,193.29,59.68,122.64
389.04,194.14,61.80,125.32
389.25,194.83,62.72,126.16
385.10,196.94,65.80,130.20
384.48,199.58,67.96,133.60
382.28,199.65,70.88,137.24
382.92,204.84,70.80,136.24
382.10,209.37,71.88,136.12
378.43,209.19,71.80,135.20
376.90,206.18,74.76,138.76
377.61,201.21,74.68,137.92
372.29,199.59,76.04,139.12
372.12,198.26,77.56,140.64
372.00,197.00,79.00,142.00
372.98,197.12,77.72,141.80
373.97,197.24,76.44,141.60
374.89,197.18,75.28,141.76
375.86,197.24,74.04,141.68
377.62,203.68,71.20,139.20
377.90,208.11,71.32,140.80
378.75,207.74,70.32,141.44
379.71,212.90,69.08,141.36
386.20,214.92,66.92,140.44
386.67,214.64,66.60,141.20
387.82,215.44,64.92,139.80
388.77,213.49,63.64,139.60
389.73,213.51,62.36,139.40
390.68,213.53,61.08,139.20
392.03,214.15,59.00,137.80
393.26,214.75,57.16,136.44
395.57,214.07,56.60,137.64
398.67,214.03,55.40,137.56
399.13,212.85,54.96,139.76
399.54,210.48,54.60,142.20
399.99,209.52,54.16,144.40
400.74,210.08,53.12,144.80
402.42,216.93,50.24,139.68
403.21,216.97,49.12,139.84
404.00,217.00,48.00,140.00
403.90,217.15,47.76,140.24
404.71,219.61,45.68,135.88
404.63,219.84,45.40,135.96
404.09,218.40,46.04,137.96
403.59,213.53,46.60,140.60
404.12,215.61,45.08,137.00
400.85,219.38,44.76,136.44
401.31,219.88,43.76,135.64
401.72,222.42,42.84,133.80
402.10,224.75,42.00,132.20
402.21,224.67,41.68,132.72
399.90,224.08,42.08,134.28
400.00,226.49,41.44,133.76
399.34,223.13,42.32,136.84
396.91,221.24,43.40,141.00
394.25,221.99,42.72,139.88
394.74,228.29,41.28,136.48
394.22,222.91,41.84,139.08
394.05,222.82,41.72,139.64
393.77,222.44,41.80,140.80
393.54,222.18,41.80,141.72
393.40,222.21,41.60,142.04
393.73,223.63,40.48,139.60
393.13,218.14,41.20,142.68
393.00,218.00,41.00,143.00
393.09,217.95,40.76,142.84
392.76,212.11,41.36,145.28
393.27,213.37,40.28,142.52
393.78,214.60,39.20,139.84
393.85,214.50,39.00,139.80
394.04,214.64,38.56,139.28
394.91,213.50,39.04,141.32
394.34,206.22,40.44,146.76
395.28,212.53,38.84,142.64
395.83,209.07,38.00,140.80
395.78,208.75,38.36,141.24
395.78,203.62,38.64,142.64
393.90,200.75,38.36,143.92
393.79,197.89,38.52,145.08
394.12,196.04,37.80,143.60
394.05,193.69,37.88,144.52
394.34,189.96,37.24,143.28
394.58,187.39,36.68,142.28
394.17,184.62,37.44,145.24
392.96,179.08,38.00,147.60
390.01,180.52,36.80,144.68
390.08,176.15,36.60,144.76
389.80,176.10,36.40,144.84
385.90,175.99,36.24,145.04
386.00,176.00,36.00,145.00
385.81,175.78,36.36,145.36
380.77,170.25,37.56,148.24
376.63,167.12,37.08,146.08
372.53,167.55,36.60,143.92
368.90,163.87,37.00,144.40
367.15,157.81,38.40,147.88
366.50,155.19,39.52,150.52
362.86,149.87,40.52,154.84
360.90,150.65,40.96,153.40
360.37,148.71,41.80,157.40
359.29,146.29,43.72,162.36
